39.994574	116.311237	
39.871545	116.434331	
40.011907	116.411614	
39.889143	116.382416	
40.000939	116.416525	
39.871546	116.438423	
39.918588	116.310432	
39.904299	116.326982	
39.993634	116.500343	
39.872655	116.376008	
39.986173	116.320553	
39.949395	115.632952	
39.957462	116.338763	
39.988878	116.390220	
39.8896	116.497472	
39.852068	116.364502	
39.904994	116.426005	
40.12843	116.654255	
39.995048	116.481299	
39.969458	116.477289	
39.940799	116.309769	
39.95711	116.564071	
39.877932	116.371555	
39.988289	116.483695	
39.738506	116.350456	
39.863546	116.299720	
39.985952	116.372687	
39.91829	116.385618	
39.87286	116.371245	
39.942196	116.509322	
39.929768	116.588054	
40.334495	116.644427	
40.062211	116.338451	
39.861321	116.404192	
40.217917	116.246512	
39.894785	116.468867	
39.956326	116.461725	
39.986036	116.372726	
39.853587	116.320332	
39.81042	116.440484	
39.998068	116.469082	
39.870164	116.483490	
39.758797	116.549100	
39.934497	116.589804	
39.959868	116.236671	
39.855978	116.366865	
40.105806	116.551249	
39.953833	116.455811	
39.930475	116.473344	
40.382996	116.870154	
39.976492	116.417851	
39.916276	116.208216	
39.942549	116.461374	
39.860651	116.405298	
39.923642	116.465456	
39.946865	116.431120	
39.923627	116.538589	
40.146518	116.630948	
39.946805	116.423736	
39.965278	116.497334	
39.913697	116.355914	
39.872419	116.507089	
39.985839	116.311358	
39.995302	116.419049	
40.06889	116.592200	
39.939644	116.411850	
39.909332	116.241577	
39.978698	116.431780	
39.902543	116.404685	
39.891085	116.391774	
40.054059	116.436963	
39.995567	116.429865	
39.923623	116.197318	
40.235743	117.132867	
40.079869	116.365327	
39.958012	116.354278	
39.870607	116.428600	
40.158386	116.303382	
40.080939	116.416325	
39.949105	116.387616	
39.884146	116.360130	
39.906749	116.358912	
39.7703	116.341172	
39.885288	116.457189	
40.027204	116.459994	
39.923165	116.465345	
40.001486	116.410132	
39.888293	116.462935	
39.947306	116.405334	
40.012232	116.413716	
39.952568	116.379558	
39.942463	116.397056	
39.755629	116.344217	
40.006257	116.468235	
39.941814	116.423766	
40.454016	115.978621	
39.893736	116.370411	
39.912919	116.270599	
40.007747	116.469897	
39.872159	116.442945	
39.872234	116.432224	
39.741872	116.144380	
39.988118	116.477082	
40.160447	117.124832	
39.929651	116.432990	
39.969742	116.391204	
39.912967	116.466208	
39.873073	116.420333	
39.8716	116.435873	
39.890502	116.489133	
40.004721	116.488669	
39.931392	116.524109	
40.467389	115.983257	
39.916648	116.422775	
39.891189	116.346207	
39.939411	116.351074	
39.803106	116.570529	
39.964999	116.293173	
40.244423	116.223880	
40.006327	116.418840	
39.871439	116.432743	
40.124154	116.451104	
40.380416	116.852622	
39.855295	116.433426	
40.213939	116.251595	
40.142516	116.646833	
39.968371	116.341017	
40.012331	116.418784	
39.959167	116.327828	
39.955119	116.315714	
39.811994	116.180504	
39.996291	116.439572	
39.920666	116.443383	
40.014262	116.413681	
39.926246	116.490959	
40.105151	116.791038	
39.769811	116.339217	
39.796359	116.505827	
39.942458	116.423739	
39.91087	116.467319	
39.878205	116.354912	
39.939294	116.333110	
39.999538	116.410461	
39.982702	116.485627	
39.81486	116.511260	
39.927806	116.466153	
39.959265	116.330990	
39.976968	116.455287	
39.748169	116.148862	
39.966275	116.295028	
39.81467	116.175466	
39.899102	116.342271	
39.931883	116.322923	
39.738866	116.345633	
39.852849	116.377223	
39.95999	116.323968	
39.938476	116.443372	
39.899207	116.444506	
39.920436	116.415189	
39.944979	116.507566	
39.890105	116.345852	
39.98307	116.427253	
39.926684	116.469307	
40.124125	116.653677	
39.863101	116.511131	
39.920112	116.357829	
39.954976	116.422680	
39.964568	116.293056	
39.955802	116.478202	
39.792085	116.503532	
39.887124	116.449851	
40.088322	116.327752	
40.066364	116.422076	
39.917939	116.349287	
40.077723	116.344256	
39.934296	116.456011	
40.103127	116.295056	
39.845781	116.421848	
40.321497	116.644584	
39.90898	116.251808	
40.072093	116.354017	
40.158064	117.124939	
39.908669	116.371172	
39.985801	116.414541	
39.976377	116.498390	
39.939619	116.390813	
40.218077	116.245635	
40.160696	116.305978	
39.866857	116.392868	
39.762388	116.339839	
39.931398	116.524703	
40.131693	116.272808	
39.890536	116.447600	
39.934344	116.283377	
39.946168	116.445408	
39.949038	116.406190	
39.967691	116.405608	
39.984844	116.467191	
39.980869	116.487334	
39.952596	116.451627	
39.933187	116.692833	
40.185066	116.396328	
40.004713	116.331774	
40.142941	116.666048	
40.142772	116.665510	
39.929019	116.265809	
39.881713	116.376710	
39.812116	116.497409	
39.928647	116.507818	
39.973776	116.342933	
40.000911	116.335805	
39.848129	116.476135	
39.741614	116.145066	
39.910934	116.511150	
39.766995	116.167457	
40.511203	115.995214	
39.935279	116.449938	
39.902715	116.425802	
39.905734	116.421754	
39.96449	116.293397	
39.951777	116.378082	
39.895923	116.262681	
39.877201	116.360337	
39.861282	116.393013	
40.118324	116.561417	
39.893747	116.369740	
39.876083	116.300158	
40.142096	116.652946	
39.963337	116.338587	
40.221793	116.240687	
40.467063	115.983222	
40.059137	116.307251	
39.933992	116.468984	
40.08331	116.332064	
39.927781	116.467093	
39.999203	116.343336	
40.037449	116.423656	
40.440296	116.681540	
40.0104	116.407330	
39.916129	116.377246	
40.071994	116.422761	
39.930293	116.522992	
39.984139	116.322534	
39.763483	116.550479	
40.224514	116.239701	
39.954445	116.202731	
40.064946	116.344960	
39.976851	116.453696	
40.063198	116.336181	
39.793964	116.334065	
39.73657	116.338505	
40.135696	116.646539	
39.866952	116.483492	
